Razão Social;Nome Fantasia;CNPJ;Porte;Data de Inicio da Operação;Situação;Atividade;CEP;UF;Localidade;Bairro;Logradouro;Complemento;Telefone;Email Institucional;Email Comercial;Site;Data de Geração do Certificado;Data de Validade do Certificado;Código do Certificado;CNAE;Estrutura Básica;Tipo de Atividade;Natureza Jurídica;Línguas;Capacidade de Lugares
ARRUDA FALCAO BAR E RESTAURANTE LTDA - ME;GUAIAMUM GIGANTE;15.624.246/0001-01;MICROEMPRESA;30/05/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;58045-010;PB;João Pessoa;Cabo Branco;Cabo Branco; - ;(83)3021-0009;guaiamumgigantejp@hotmail.com;guaiamumgigantejp@hotmail.com;www.facebook.com/grupoguaiamumgigante;20/12/2017 14:01:20;15.624.246/0001-01;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
MARIA APARECIDA DE SOUZA SANTOS 82068364468;TIA CIDA LANCHES;15.630.774/0001-73;MICROEMPRESA;31/05/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;56180-000;PE;Cabrobó; - ;Sem Logradouro; - ;(81)9995-0110;adicerapa2006@hotmail.com;adicerapa2006@hotmail.com; - ;04/08/2017 11:47:33;15.630.774/0001-73;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ; - ;Empresário Individual; - ; - 
MARIA IRIS PEREIRA SOARES OLIVEIRA 57331995634;Rua Dona Justina 19, Bairro Caldeirões;15.642.651/0001-52;MICROEMPRESA;01/06/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;39818-000;MG;Padre Paraíso; - ;Rua Dona Justina 19, Bairro Caldeirões;;(33)8400-1138;adsuportecnico@yahoo.com.br;adsuportecnico@yahoo.com.br; - ;20/06/2018 11:16:19;15.642.651/0001-52;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário Individual; - ; - 
DOMINGAS ANTONIA DE MORAIS 61817457187;RESTAURANTE EMPADAO DONA ZICA;15.648.329/0001-30;MICROEMPRESA;04/06/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;76600-000;GO;Goiás; - ;Sem Logradouro; - ;(62)9266-0123;restaurantempadao.donazica@yahoo.com.br;restaurantempadao.donazica@yahoo.com.br; - ;07/12/2017 13:56:08;15.648.329/0001-30;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
CELSO G. RIBAS;CGR INCORPORAÇÕES;15.653.098/0001-53;MICROEMPRESA;25/05/2012;Em Implantação;Restaurante, Cafeteria, Bar e Similares;73850-000;GO;Cristalina; - ;Sem Logradouro; - ;(61)3029-7250;celsogribas@bol.com.br;celsogribas@bol.com.br; - ; - ; - ;5611-2/01 - RESTAURANTES E SIMILARES; - ; - ;Empresário Individual;| Espanhol | Inglês; - 
VILA RAMOS BAR E RESTAURANTE LTDA;BISTRO VILLA RAMOS;15.670.378/0001-70;MICROEMPRESA;06/06/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;37640-000;MG;Extrema; - ;Sem Logradouro; - ;(35)3435-3321;bistrovillaramos@hotmail.com;bistrovillaramos@hotmail.com;www.bistrovillaramos.com.br;11/09/2017 15:24:56;15.670.378/0001-70;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
CRISTIANO ALVES RICARTE 07728265792;SITIO TOINZE;15.674.697/0001-53;MICROEMPRESA;08/06/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;29390-000;ES;Iúna; - ;Sem Logradouro; - ;(28)9999-9686;sitiotoinze@hotmail.com;sitiotoinze@hotmail.com; - ;31/08/2016 14:46:11;15.674.697/0001-53;5611-2/01 - RESTAURANTES E SIMILARES; - ; - ;Empresário Individual; - ; - 
F A PEREIRA LANCHES E ALIMENTOS;O ABENÇOADO;15.706.701/0001-18;MICROEMPRESA;14/06/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;58039-010;PB;João Pessoa;Tambaú;Almirante Tamandaré; - ;(83)8888-8745;f.a.pereira1965@hotmail.com;f.a.pereira1965@hotmail.com; - ;04/04/2018 15:51:06;15.706.701/0001-18;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Similar;Empresário Individual; - ; - 
F. C. P. DOS SANTO;CHURRASCARIA ESQUINA DO SABOR;15.730.143/0001-26;MICROEMPRESA;11/06/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;69925-000;AC;Senador Guiomard; - ;Sem Logradouro; - ;(68)9958-4722;camilacarpaneda@hotmail.com;camilacarpaneda@hotmail.com; - ;03/10/2017 12:36:02;15.730.143/0001-26;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
R. E. A. DA SILVA RESTAURANTE;CUCA RESTAURANTE;15.748.805/0001-95;MICROEMPRESA;21/06/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;68360-000;PA;Senador José Porfírio; - ;Travessa Newton Miranda;;(93)9155-9469;ROSIANEEUGENIO@HOTMAIL.COM;ROSIANEEUGENIO@HOTMAIL.COM; - ;17/04/2018 10:10:55;15.748.805/0001-95;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
PREABEACH VILLAS POUSADA LTDA;PREABEACH VILLAS;15.762.866/0001-07;MICROEMPRESA;22/06/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;62595-000;CE;Cruz; - ;Sem Logradouro; - ;(88)9994-3003;contact@preabeachvillas.com;contact@preabeachvillas.com;www.preabeachvillas.com;20/08/2018 10:51:38;15.762.866/0001-07;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Francês | Inglês; - 
RESTAURANTE CENTRAL LTDA;RESTAURANTE CENTRAL;15.783.320/0001-32;MICROEMPRESA;20/06/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;13920-000;SP;Pedreira; - ;Sem Logradouro; - ;(19)3852-4746;restaurantecentgrall@outlook.com.br;restaurantecentgrall@outlook.com.br; - ;21/10/2016 12:12:37;15.783.320/0001-32;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
VALDECIR DE PAULA ROSA 28908619100;VALDECIR DE PAULA ROSA;15.791.183/0001-88;MICROEMPRESA;27/06/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;75660-000;GO;Buriti Alegre; - ;Sem Logradouro; - ;(64)3444-1415;restaurantedobola@hotmail.com;restaurantedobola@hotmail.com; - ;19/12/2017 08:56:09;15.791.183/0001-88;5611-2/01 - RESTAURANTES E SIMILARES; - ; - ;Empresário Individual; - ; - 
F M RESTAURANTE BAR E COMERCIO DE ALIMENTOS LTDA;BENDITA'S;15.800.445/0001-23;MICROEMPRESA;27/06/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;23970-000;RJ;Paraty; - ;Sem Logradouro; - ;(24)9982-9689;benditosrestaurante@gmail.com;benditosrestaurante@gmail.com; - ;06/06/2018 12:24:46;15.800.445/0001-23;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Espanhol | Francês | Inglês; - 
BEATRIZ VILARINHO FLORINDO;KERO CONGELADOS;15.816.054/0001-05;MICROEMPRESA;25/06/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;78390-000;MT;Barra do Bugres; - ;AV DEP HITLER SANSAO ;370;(65)3361-1392;EVABARRADOBUGRES@HOTMAIL.COM;EVABARRADOBUGRES@HOTMAIL.COM; - ;20/06/2018 14:25:22;15.816.054/0001-05;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
ELIANE CAETANO DE AMORIM 68231270230;RESTAURANTE SABOR INTERNACIONAL;15.826.439/0001-45;MICROEMPRESA;02/07/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;69932-000;AC;Brasiléia; - ;Sem Logradouro; - ;(68)9991-0411;saborinternacional@hotmail.com;saborinternacional@hotmail.com; - ;16/08/2017 12:08:40;15.826.439/0001-45;5611-2/01 - RESTAURANTES E SIMILARES; - ; - ;Empresário Individual; - ; - 
JARUDE & SILVA RESTAURANTE E KEBABERIA LTDA;RESTAURANTE JARUDE;15.895.808/0001-51;MICROEMPRESA;01/10/1987;Em Operação;Restaurante, Cafeteria, Bar e Similares;69910-720;AC;Rio Branco; - ;Sem Logradouro; - ;(68)3224-0266;luciano71farias@gmail.com;luciano71farias@gmail.com;https://www.facebook.com/jaruderestauranteriobranco;01/03/2018 12:27:22;15.895.808/0001-51;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Espanhol; - 
ALDREA CRISTINA ANDRADE 28771697829;CAPITAL CHOPERIA;16.096.041/0001-63;MICROEMPRESA;06/07/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;13660-000;SP;Porto Ferreira; - ;Avenida João Martins da Silveira Sobrinho, 2627 ;Box B;(19)3589-3900;aldrea.andrade@gmail.com;aldrea.andrade@gmail.com; - ;04/05/2018 09:58:59;16.096.041/0001-63;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS; - ;Restaurante;Empresário (Individual); - ; - 
ELISANGELA DAYANE ALVES DE SOUSA - ME;HOTEL RESTAURANTE CERRADO;16.366.044/0001-70;MICROEMPRESA;26/06/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;76240-000;GO;Aragarças; - ;Sem Logradouro; - ;(64)3638-3352;hrcerrado@hotmail.com;hrcerrado@hotmail.com; - ;27/11/2017 14:31:48;16.366.044/0001-70;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
CLAUDIA LOPES DO NASCIMENTO 00006900151;SPAÇO CAFE;16.366.925/0001-90;MICROEMPRESA;09/07/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;75660-000;GO;Buriti Alegre; - ;Sem Logradouro; - ;(64)3444-2098;elizeuelcionascimento@homail.com;elizeuelcionascimento@homail.com; - ;21/12/2017 14:17:42;16.366.925/0001-90;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ; - ;Empresário Individual; - ; - 
RESTAURANTE OSCARITO LTDA - ME;RESTAURANTE OSCARITO;16.369.289/0001-50;MICROEMPRESA;21/06/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;70200-650;DF;Brasília;Asa Sul;SGAS 605; - ;(61)8193-9448;marcosdinatos@hotmail.com;marcosdinatos@hotmail.com; - ;04/08/2017 17:20:18;16.369.289/0001-50;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
GERUZA APARECIDA SANTOS NASCIMENTO 97431419600;Tapiocas Yank;16.369.652/0001-38;MICROEMPRESA;09/07/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;39860-000;MG;Nanuque; - ;Rua São João Del Rey, 09;;(33)3621-4776;emlcont@uai.com.br;emlcont@uai.com.br; - ;24/04/2018 14:53:01;16.369.652/0001-38;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS; - ;Bar;Empresário Individual;| Português; - 
J R CLUBE LTDA;GRAN SOCIETY;16.443.057/0001-03;MICROEMPRESA;12/07/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;68455-702;PA;Hidrelétrica Tucuruí;Vila Permanente;Argentina; - ;(94)9811-7003;jrclube.gransociety@gmail.com;jrclube.gransociety@gmail.com;www.hotelriotucurui.com;25/10/2017 12:15:34;16.443.057/0001-03;5611-2/01 - RESTAURANTES E SIMILARES; - ;Similar;Sociedade Empresária Limitada; - ; - 
S. P. SARAIVA LTDA;POUSADA NOVA VIDA;16.596.232/0001-94;MICROEMPRESA;27/07/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;76937-000;RO;Costa Marques; - ;Sem Logradouro; - ;(69)3621-2795;ecoturismonovavida@hotmail.com;ecoturismonovavida@hotmail.com; - ;14/03/2017 09:21:16;16.596.232/0001-94;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Espanhol; - 
MANOEL CARLOS DA SILVA BARBOSA;RESTAURANTE PEDRA DO SINO;16.605.455/0001-70;MICROEMPRESA;04/05/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;11630-000;SP;Ilhabela; - ;Avenida Perimetral Norte, 3775;Praia da Pedra do Sino;(12)3896-1062;NELCIMO@BIGHOST.COM.BR;NELCIMO@BIGHOST.COM.BR;www.restaurantepedradosino.com.br;07/06/2018 13:56:40;16.605.455/0001-70;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
BODEGA DO ZECA RESTAURANTE LTDA;BODEGA DO ZECA RESTAURANTE LTDA - ME;16.624.370/0001-30;MICROEMPRESA;01/08/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;88865-000;SC;Nova Veneza; - ;Sem Logradouro; - ;(48)9960-3114;bodegadozeca@hotmail.com;bodegadozeca@hotmail.com; - ;21/08/2017 14:49:33;16.624.370/0001-30;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Inglês | Italiano; - 
RP INDUSTRIA E COMERCIO DE ALIMENTOS EIRELI;RPINDUSTRIA E COMERCIO DE ALIMENTOS;16.688.540/0001-40;DEMAIS;02/08/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;29375-000;ES;Venda Nova do Imigrante; - ;Sem Logradouro; - ;(28)3546-6614;contabil2@grupoventurim.com.br;contabil2@grupoventurim.com.br; - ;16/05/2018 09:57:34;16.688.540/0001-40;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - 
POUSADA SOLAR AGUAS DO IVAI LTDA;POUSADA SOLAR AGUAS DO IVAI;16.704.916/0001-62;MICROEMPRESA;08/08/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;86925-000;PR;Borrazópolis; - ;Estrada do Cafe do Norte;Km 12;(43)9960-3966;Fabiocoutorosa@hotmail.com;Fabiocoutorosa@hotmail.com; - ;23/04/2018 09:18:01;16.704.916/0001-62;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
J. A. DA COSTA EVENTOS;METAMBIENTAL;16.754.569/0001-82;MICROEMPRESA;24/08/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;53625-375;PE;Nova Cruz;Jardim Boa Sorte;Maria Luiza da Silva;(PE-14);(81)9292-9966;JOELMA@CENTRALDACASA.COM;JOELMA@CENTRALDACASA.COM; - ;01/03/2018 15:30:44;16.754.569/0001-82;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário Individual;| Espanhol | Inglês | Português; - 
FREDERICO DE MORAES PIRAJA 03126107508;ma lanchonete ;16.766.588/0001-29;MICROEMPRESA;28/08/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;45445-000;BA;Camamu; - ;casa;;(73)3255-1196;rosalvoasneto@hotmail.com;rosalvoasneto@hotmail.com; - ;05/06/2018 13:59:22;16.766.588/0001-29;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Similar;Empresário Individual;| Português; - 
DJALMA DE A. PEREIRA;COZINHA NA BRASA;16.778.191/0001-57;MICROEMPRESA;30/08/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;68143-000;PA;Belterra; - ;Sem Logradouro; - ;(93)9919-8546;djalma.amorim9@gmail.com;djalma.amorim9@gmail.com; - ;19/12/2017 10:40:03;16.778.191/0001-57;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
EMIVALDO RUFO CUNHA 19111860197;RESTAURANTE E CAMPING BEIRA DA MATA;16.787.865/0001-80;MICROEMPRESA;02/09/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;77593-000;TO;Mateiros; - ;Sem Logradouro; - ;(63)3534-1157;beiradamata@hotmail.com;beiradamata@hotmail.com; - ;09/10/2017 11:58:39;16.787.865/0001-80;5611-2/01 - RESTAURANTES E SIMILARES; - ; - ;Empresário Individual; - ; - 
CJ FREITAS PRODUTOS NATURAIS LTDA;CASA DA COLONIA;16.805.977/0001-16;MICROEMPRESA;17/08/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;95500-000;RS;Santo Antônio da Patrulha; - ;Sem Logradouro; - ;(51)9994-5020;financeiro@casadacolonia.com.br;financeiro@casadacolonia.com.br;www.casadacolonia.com.br;30/11/2016 16:22:57;16.805.977/0001-16;5611-2/01 - RESTAURANTES E SIMILARES; - ;Cafeteria;Sociedade Empresária Limitada; - ; - 
ELIJANETE DE OLIVEIRA SANTOS;J B SANTOS;16.826.839/0001-13;MICROEMPRESA;11/09/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;69980-000;AC;Cruzeiro do Sul; - ;RUA AFONSO PENA- 2211;;(68)9996-0313;janety_brasil@hotmail.com;janety_brasil@hotmail.com; - ;16/05/2018 17:40:59;16.826.839/0001-13;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
JOAQUIM CARLOS DE ARRUDA 08450347823;MOREIRA LANCHES;16.831.457/0001-88;MICROEMPRESA;11/09/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;11990-000;SP;Cananéia; - ;joao felipe cardoso;;(13)9971-1440;moreiranetocananeia@gmail.com;moreiranetocananeia@gmail.com; - ;06/06/2018 08:34:59;16.831.457/0001-88;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Similar;Empresário Individual; - ; - 
FV CHOCOLATES LTDA;FV CHOCOLATES LTDA - ME;16.844.626/0001-14;MICROEMPRESA;10/09/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;89240-000;SC;São Francisco do Sul; - ;Sem Logradouro; - ;(47)3442-3039;cacaushowsfs@gmail.com;cacaushowsfs@gmail.com; - ;24/07/2017 16:40:12;16.844.626/0001-14;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Similar;Sociedade Empresária Limitada;| Inglês; - 
CLAITON LUIZ MASTELLA;RESTAURANTE MASTELLA;16.854.864/0001-00;MICROEMPRESA;14/09/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;88865-000;SC;Nova Veneza; - ;Sem Logradouro; - ;(48)9840-6450;claitonlmastella@gmail.com;claitonlmastella@gmail.com; - ;23/08/2017 14:18:21;16.854.864/0001-00;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual);| Italiano; - 
GONCALVES E SANTOS RESTAURANTE LTDA  - ME;RESTAURANTE E RECEPTIVO CROA MARES;16.877.387/0001-07;MICROEMPRESA;23/08/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;57955-000;AL;Maragogi; - ;Sem Logradouro; - ;(82)3296-1506;thailles@hotmail.com;thailles@hotmail.com; - ;07/08/2017 09:26:53;16.877.387/0001-07;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
J M DOS SANTOS ALMEIDA JUNIOR;PIZZARIA LA CASITA;16.880.413/0001-48;MICROEMPRESA;20/09/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;68270-000;PA;Oriximiná; - ;Sem Logradouro; - ;(93)3544-2626;selmacbentes@hotmail.com;selmacbentes@hotmail.com; - ;14/09/2017 13:43:56;16.880.413/0001-48;5611-2/01 - RESTAURANTES E SIMILARES; - ; - ;Empresário Individual; - ; - 
RUSCH BAR E LANCHONETE LTDA;RUSCH BAR E LANCHONETE;16.883.726/0001-50;MICROEMPRESA;20/09/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;88420-000;SC;Agrolândia; - ;Rua Dos Pioneiros ;Lanchonete;(47)8821-3058;ruschbarlanchoente@hotmail.com;ruschbarlanchoente@hotmail.com; - ;15/05/2018 12:41:35;16.883.726/0001-50;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Alemão; - 
RICARDO BARBOSA DOS SANTOS LANCHONETE;PONTO DA ESFIHA  ;16.895.440/0002-75;EMPRESA DE PEQUENO PORTE;31/10/2013;Em Operação;Restaurante, Cafeteria, Bar e Similares;13820-000;SP;Jaguariúna; - ;Sem Logradouro; - ;(19)3837-7656;marcia@tradicaonline.com.br;marcia@tradicaonline.com.br; - ;21/10/2016 11:52:17;16.895.440/0002-75;5611-2/01 - RESTAURANTES E SIMILARES; - ;Similar;Empresário (Individual); - ; - 
ADL DISTRIBUIDORA LTDA - ME;ADL DISTRIBUIDORA LTDA.;16.920.187/0001-81;MICROEMPRESA;27/09/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;57800-000;AL;União dos Palmares; - ;Sem Logradouro; - ;(82)9993-3397;adeiltolimapj@gmail.com;adeiltolimapj@gmail.com; - ;07/03/2017 09:17:55;16.920.187/0001-81;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
GAMA EMPREENDIMENTOS HOTELEIROS LTDA;RESTAURANTE FRONTIER;16.928.294/0001-56;DEMAIS;24/09/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;85863-762;PR;Foz do Iguaçu;Alto São Francisco;Costa e Silva; - ;(45)3422-1000;recepcao.fozbusiness@bourbon.com.br;recepcao.fozbusiness@bourbon.com.br; - ;19/04/2018 09:23:12;16.928.294/0001-56;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Inglês | Espanhol; - 
FAMILIA GARDEN ALIMENTOS LTDA;FAMILIA GARDEN;16.952.605/0001-12;MICROEMPRESA;03/10/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;88901-002;SC;Araranguá;Cidade Alta;Prefeito Walter Belinzoni; - ;(48)3524-0050;tatiane@familiagarden.com.br;tatiane@familiagarden.com.br; - ;20/10/2017 17:55:12;16.952.605/0001-12;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
RA LANCHES LTDA;LANCHIONETE  TIA  ELIANA;16.977.659/0001-32;EMPRESA DE PEQUENO PORTE;09/10/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;39100-000;MG;Diamantina; - ;Sem Logradouro; - ;(38)3421-4506;dt@tiaeliana.com.br;dt@tiaeliana.com.br; - ;20/09/2016 10:59:09;16.977.659/0001-32;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
DALLAS PAES & CIA LTDA - ME;DALLAS PAES E CIA;17.013.447/0001-06;MICROEMPRESA;16/10/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;76510-000;GO;Crixás; - ;Sem Logradouro; - ;(62)3365-1066;condadoscontabilidade@gmail.com;condadoscontabilidade@gmail.com; - ;19/06/2017 10:26:11;17.013.447/0001-06;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Cafeteria;Sociedade Empresária Limitada; - ; - 
FERNANDO PAULOWSKI 06452380907;Parque das Águas Pesca e Lazer;17.024.006/0001-00;MICROEMPRESA;18/10/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;85150-000;PR;Turvo; - ; ROD INICIO DA RODOVIA DE ACESSO A IBEMA KM 1 ;;(42)9841-4671;cleversoncleverson@hotmail.com;cleversoncleverson@hotmail.com;;11/05/2018 09:58:27;17.024.006/0001-00;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Restaurante;Empresário Individual; - ; - 
SANTO CRISTO EMPREENDIMENTOS IMOBILIARIOS LTDA - ME;CONDOMINIO VILA GOSTOSO;17.025.730/0001-40;MICROEMPRESA;17/10/2012;Em Implantação;Restaurante, Cafeteria, Bar e Similares;59585-000;RN;São Miguel do Gostoso; - ; - ; - ;(11)9823-8208;vilagostoso@vilagostoso.com.br;vilagostoso@vilagostoso.com.br; - ; - ; - ;5611-2/01 - RESTAURANTES E SIMILARES; - ; - ;Sociedade Empresária Limitada; - ; - 
E FOODS COMERCIO DE ALIMENTOS EIRELI;MOB. FUN & FRESH FOOD;17.065.828/0001-20;MICROEMPRESA;03/10/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;80020-020;PR;Curitiba;Centro;Luiz Xavier; - ;(41)3324-1102;gustavo@mobfood.com.br;gustavo@mobfood.com.br; - ;12/08/2016 16:55:13;17.065.828/0001-20;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);| Espanhol | Inglês; - 
DER COMERCIO DE ALIMENTOS LTDA;CHUVISCO;17.077.848/0001-11;MICROEMPRESA;23/10/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;88339-005;SC;Bombinhas;Estados;Santa Catarina; - ;(47)3393-4026;danielmcarvalho11@gmail.com;danielmcarvalho11@gmail.com; - ;25/10/2016 14:14:33;17.077.848/0001-11;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Espanhol | Inglês; - 
PASSAPAROLA RISTORANTE ITALIANO LTDA;PASSAPAROLA RISTORANTE ITALIANO;17.078.377/0001-66;EMPRESA DE PEQUENO PORTE;29/10/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;89160-117;SC;Rio do Sul;Centro;Dom Bosco, 1235;Loja 01;(47)3521-8785;contato.passaparolaristorante@gmail.com;contato.passaparolaristorante@gmail.com;www.passaparolaristorante.com.br;22/06/2018 17:48:25;17.078.377/0001-66;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
BRUNA BARBOSA PEREIRA 12388452740;Point Paraty;17.080.301/0001-75;MICROEMPRESA;29/10/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;23970-000;RJ;Paraty; - ;Rua Odilon da Conceição Rubem, nº 332;Portão de Ferro II;(24)3371-1788;bruna_paraty@hotmail.com;bruna_paraty@hotmail.com; - ;15/05/2018 12:11:38;17.080.301/0001-75;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Similar;Empresário Individual; - ; - 
POUSADA SPA SAUDE MELHOR LTDA;POUSADA SPA SAUDE MELHOR;17.114.222/0001-38;MICROEMPRESA;05/11/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;37640-000;MG;Extrema; - ;Sem Logradouro; - ;(35)3435-5591;tratamento@clubedeautocura.com.br;tratamento@clubedeautocura.com.br;www.pousadasaudemelhor.com.br;31/08/2017 16:05:24;17.114.222/0001-38;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
